,Text,Text1,giải_trí,lưu_trú,nhà_hàng,ăn_uống,di_chuyển,mua_sắm,Label1,Pair,Count,Label
1878,"quán ăn sạch_sẽ và ấm_cúng , có nhiều món ăn đẹp_mắt . hàu trên dĩa sắt có vị ngon và béo ngậy rất hợp vị",nhà_hàng,0,0,5,5,0,0,relate,"quán ăn sạch_sẽ và ấm_cúng , có nhiều món ăn đẹp_mắt . hàu trên dĩa sắt có vị ngon và béo ngậy rất hợp vị nhà_hàng",26,5
1879,"quán ăn sạch_sẽ và ấm_cúng , có nhiều món ăn đẹp_mắt . hàu trên dĩa sắt có vị ngon và béo ngậy rất hợp vị",ăn_uống,0,0,5,5,0,0,relate,"quán ăn sạch_sẽ và ấm_cúng , có nhiều món ăn đẹp_mắt . hàu trên dĩa sắt có vị ngon và béo ngậy rất hợp vị ăn_uống",26,5
1880,đánh_giá nội_dung là dịch_vụ cho thuê xe_máy ngay trung_tâm thành_phố quy nhơn giao xe rất nhanh mỗi lần mình đi công_tác đều ghé bên bạn hoài bảo này để thuê xe,di_chuyển,0,0,0,0,4,0,relate,đánh_giá nội_dung là dịch_vụ cho thuê xe_máy ngay trung_tâm thành_phố quy nhơn giao xe rất nhanh mỗi lần mình đi công_tác đều ghé bên bạn hoài bảo này để thuê xe di_chuyển,33,4
1881,"chẳng biết nói gì hơn ngoài việc cảm_ơn bạn rất nhiều . xe mới , tốt , giá rẻ thì quá nhiều người review rồi nhưng hô nay mình phải cảm_ơn bạn vì đã rất thật_thà và tử_tế . mình trả xe và để quên ví trong cốp xe , lúc gửi lại xe thì cũng vội_vàng không kiểm_tra . bạn mang xe về và đã chủ_động quay lại trả ví cho mình , mình thật_sự bất_ngờ vì lúc ấy mình đang lục tung khách_sạn lên để kiếm . bạn xứng_đáng nhận được 10 10 điểm vì chất_lượng dịch_vụ",di_chuyển,0,0,0,0,5,0,relate,"chẳng biết nói gì hơn ngoài việc cảm_ơn bạn rất nhiều . xe mới , tốt , giá rẻ thì quá nhiều người review rồi nhưng hô nay mình phải cảm_ơn bạn vì đã rất thật_thà và tử_tế . mình trả xe và để quên ví trong cốp xe , lúc gửi lại xe thì cũng vội_vàng không kiểm_tra . bạn mang xe về và đã chủ_động quay lại trả ví cho mình , mình thật_sự bất_ngờ vì lúc ấy mình đang lục tung khách_sạn lên để kiếm . bạn xứng_đáng nhận được 10 10 điểm vì chất_lượng dịch_vụ di_chuyển",100,5
1882,"spa chất_lượng và nhiệt_tình . nhân_viên nhiệt_tình , chuyên_nghiệp . trải_nghiệm tuyệt_vời khi đến quy nhơn .",giải_trí,5,0,0,0,0,0,relate,"spa chất_lượng và nhiệt_tình . nhân_viên nhiệt_tình , chuyên_nghiệp . trải_nghiệm tuyệt_vời khi đến quy nhơn . giải_trí",19,5
1883,"tuy_nhiên sau bao_nhiêu năm , với các loại bánh mới ra cải_tiến hơn về chất_lượng , mùi_vị thì bánh như lan dần trở_nên thường hơn . tuy_nhiên vẫn là 1 thương_hiệu có tiếng !",ăn_uống,0,0,0,4,0,0,relate,"tuy_nhiên sau bao_nhiêu năm , với các loại bánh mới ra cải_tiến hơn về chất_lượng , mùi_vị thì bánh như lan dần trở_nên thường hơn . tuy_nhiên vẫn là 1 thương_hiệu có tiếng ! ăn_uống",35,4
1884,"khu vui_chơi giải_trí với nhiều trò_chơi thú_vị thích_hợp để đi chơi theo nhóm hoặc với gia_đình leo núi , bắn cung , đấu_trường bò_tót , đu dây , trò_chơi dưới nước , khu trò_chơi cho trẻ_em ... cảnh_quan cũng rất đẹp , nhiều chỗ để chụp hình sống ảo",giải_trí,5,0,0,0,0,0,relate,"khu vui_chơi giải_trí với nhiều trò_chơi thú_vị thích_hợp để đi chơi theo nhóm hoặc với gia_đình leo núi , bắn cung , đấu_trường bò_tót , đu dây , trò_chơi dưới nước , khu trò_chơi cho trẻ_em ... cảnh_quan cũng rất đẹp , nhiều chỗ để chụp hình sống ảo giải_trí",50,5
1885,thực_đơn có nhiều món ăn từ châu_á . thức_ăn ngon nhưng hơi đắt . dịch_vụ của chúng_tôi không thực_sự thuộc loại thân_thiện với xã_hội nên vâng .,ăn_uống,0,0,0,4,0,0,relate,thực_đơn có nhiều món ăn từ châu_á . thức_ăn ngon nhưng hơi đắt . dịch_vụ của chúng_tôi không thực_sự thuộc loại thân_thiện với xã_hội nên vâng . ăn_uống,29,4
1886,"mình ở đây từ những ngày đầu quán mới mở vì được nghe bạn_bè cũng như fody review rằng đây là nơi bán trái_cây tô đúng chuẩn nhất ở quy nhơn . hành_trình đi tìm quán với mình cũng không khó_khăn lắm vì mình học cấp 3 gần đó nhưng với hầu_hết mọi người thì có_lẽ hơi khó_khăn được , mà theo mình thì mọi người chỉ cần hỏi đường tới trường thcs lương thế vinh thôi là sẽ tìm ra quán ngay vì quán nằm ngay bên hông của trường mà . chắc có_lẽ là vì bù_đắp cho vị_trí địa_lý không được thuận_lợi nên quán làm nước hay đồ uống mà theo mình đánh_giá là ngon , đúng vị , phù_hợp với giá_cả , cũng sạch_sẽ nữa . mình hỏi chuyện chị trân chủ quán thì chị cho_hay mọi nguyên_vật_liệu ở quán đều là chị tự tay lựa rồi đặt_hàng ở sài_gòn về . ở đây món mọi người hay chọn nhất_là trái_cây tô , tô trái_cây là sự hoà_quyện giữa vị_thanh mát của các loại trái_cây , chút chua_chua của sữa_chua , chút béo ngọt của sữa kèm thêm một viên kem lạnh tuỳ theo vị mà bạn chọn .",ăn_uống,0,0,0,5,0,0,relate,"mình ở đây từ những ngày đầu quán mới mở vì được nghe bạn_bè cũng như fody review rằng đây là nơi bán trái_cây tô đúng chuẩn nhất ở quy nhơn . hành_trình đi tìm quán với mình cũng không khó_khăn lắm vì mình học cấp 3 gần đó nhưng với hầu_hết mọi người thì có_lẽ hơi khó_khăn được , mà theo mình thì mọi người chỉ cần hỏi đường tới trường thcs lương thế vinh thôi là sẽ tìm ra quán ngay vì quán nằm ngay bên hông của trường mà . chắc có_lẽ là vì bù_đắp cho vị_trí địa_lý không được thuận_lợi nên quán làm nước hay đồ uống mà theo mình đánh_giá là ngon , đúng vị , phù_hợp với giá_cả , cũng sạch_sẽ nữa . mình hỏi chuyện chị trân chủ quán thì chị cho_hay mọi nguyên_vật_liệu ở quán đều là chị tự tay lựa rồi đặt_hàng ở sài_gòn về . ở đây món mọi người hay chọn nhất_là trái_cây tô , tô trái_cây là sự hoà_quyện giữa vị_thanh mát của các loại trái_cây , chút chua_chua của sữa_chua , chút béo ngọt của sữa kèm thêm một viên kem lạnh tuỳ theo vị mà bạn chọn . ăn_uống",208,5
1887,"nước dùng vừa_phải , ngọt vị . bún nóng và ngon . phục_vụ nhanh , quán thoáng mát , sạch_sẽ . giá tiền 1 tô là vừa ăn . đi buổi tối quán đông lắm nha . nói_chung ngon nên không có gì để chê cả . lần sau xuống quy nhơn sẽ ghé lại lần nữa .",ăn_uống,0,0,0,5,0,0,relate,"nước dùng vừa_phải , ngọt vị . bún nóng và ngon . phục_vụ nhanh , quán thoáng mát , sạch_sẽ . giá tiền 1 tô là vừa ăn . đi buổi tối quán đông lắm nha . nói_chung ngon nên không có gì để chê cả . lần sau xuống quy nhơn sẽ ghé lại lần nữa . ăn_uống",60,5
1888,chuyến bay của tôi delay gần 2 tiếng nhưng vẫn được đơn_vị cung_cấp dịch_vụ xe đón sân_bay quy nhơn hổ trợ đợi_chờ và đón tại sân_bay . cám_ơn đơn_vị và tài_xế .,di_chuyển,0,0,0,0,4,0,relate,chuyến bay của tôi delay gần 2 tiếng nhưng vẫn được đơn_vị cung_cấp dịch_vụ xe đón sân_bay quy nhơn hổ trợ đợi_chờ và đón tại sân_bay . cám_ơn đơn_vị và tài_xế . di_chuyển,35,4
1889,"trên hành_trình , nó dừng lại nhiều lần cho nhà_vệ_sinh và thức_ăn . nếu không ai cần nghỉ_ngơi , tài_xế tiếp_tục hành_trình .",di_chuyển,0,0,0,0,3,0,relate,"trên hành_trình , nó dừng lại nhiều lần cho nhà_vệ_sinh và thức_ăn . nếu không ai cần nghỉ_ngơi , tài_xế tiếp_tục hành_trình . di_chuyển",24,3
1890,"khách du_lịch cũng_nên đến thử vì địa_điểm cũng trung_tâm mà nhà_hàng rất sạch_sẽ , sang choảnh . có tầng trong nhà dùng để đỗ xe và hai tầng trên ăn . hình_như toà nhà tích_hợp cả hotel thì phải . giá_cả ở đây siêu hạt_dẻ . chỉ giá tiền một thứ . quán có bánh_xèo và bánh căn . đã không bán nem_lụi nữa . chất_lượng bột bánh ở đây ngon . nhân nhiều vô_kể . ngon nhất_là vị bò . tôm chưa ngon lắm và mực thì bình_thường . nhưng so giá thì cũng khá bõ . bánh không to lắm . nhân_viên dịch_vụ bình_thường . bánh ra khá nhanh . trà đá thơm",nhà_hàng,0,0,5,5,0,0,relate,"khách du_lịch cũng_nên đến thử vì địa_điểm cũng trung_tâm mà nhà_hàng rất sạch_sẽ , sang choảnh . có tầng trong nhà dùng để đỗ xe và hai tầng trên ăn . hình_như toà nhà tích_hợp cả hotel thì phải . giá_cả ở đây siêu hạt_dẻ . chỉ giá tiền một thứ . quán có bánh_xèo và bánh căn . đã không bán nem_lụi nữa . chất_lượng bột bánh ở đây ngon . nhân nhiều vô_kể . ngon nhất_là vị bò . tôm chưa ngon lắm và mực thì bình_thường . nhưng so giá thì cũng khá bõ . bánh không to lắm . nhân_viên dịch_vụ bình_thường . bánh ra khá nhanh . trà đá thơm nhà_hàng",119,5
1891,"khách du_lịch cũng_nên đến thử vì địa_điểm cũng trung_tâm mà nhà_hàng rất sạch_sẽ , sang choảnh . có tầng trong nhà dùng để đỗ xe và hai tầng trên ăn . hình_như toà nhà tích_hợp cả hotel thì phải . giá_cả ở đây siêu hạt_dẻ . chỉ giá tiền một thứ . quán có bánh_xèo và bánh căn . đã không bán nem_lụi nữa . chất_lượng bột bánh ở đây ngon . nhân nhiều vô_kể . ngon nhất_là vị bò . tôm chưa ngon lắm và mực thì bình_thường . nhưng so giá thì cũng khá bõ . bánh không to lắm . nhân_viên dịch_vụ bình_thường . bánh ra khá nhanh . trà đá thơm",ăn_uống,0,0,5,5,0,0,relate,"khách du_lịch cũng_nên đến thử vì địa_điểm cũng trung_tâm mà nhà_hàng rất sạch_sẽ , sang choảnh . có tầng trong nhà dùng để đỗ xe và hai tầng trên ăn . hình_như toà nhà tích_hợp cả hotel thì phải . giá_cả ở đây siêu hạt_dẻ . chỉ giá tiền một thứ . quán có bánh_xèo và bánh căn . đã không bán nem_lụi nữa . chất_lượng bột bánh ở đây ngon . nhân nhiều vô_kể . ngon nhất_là vị bò . tôm chưa ngon lắm và mực thì bình_thường . nhưng so giá thì cũng khá bõ . bánh không to lắm . nhân_viên dịch_vụ bình_thường . bánh ra khá nhanh . trà đá thơm ăn_uống",119,5
1892,"chưa mở lại dịch_vụ giặt ủi , tivi không mở được .",lưu_trú,0,1,0,0,0,0,relate,"chưa mở lại dịch_vụ giặt ủi , tivi không mở được . lưu_trú",13,1
1893,"quán phục_vụ nhanh , sạch_sẽ , món ăn tươi ngon và giá rất tốt .",ăn_uống,0,0,0,5,0,0,relate,"quán phục_vụ nhanh , sạch_sẽ , món ăn tươi ngon và giá rất tốt . ăn_uống",16,5
1894,quán ngay sát eo gió . nhân_viên nhiệt_tình . có xe đưa_đón tận nơi . đồ_ăn rất là ngon .,ăn_uống,0,0,0,5,5,0,relate,quán ngay sát eo gió . nhân_viên nhiệt_tình . có xe đưa_đón tận nơi . đồ_ăn rất là ngon . ăn_uống,21,5
1895,quán ngay sát eo gió . nhân_viên nhiệt_tình . có xe đưa_đón tận nơi . đồ_ăn rất là ngon .,di_chuyển,0,0,0,5,5,0,relate,quán ngay sát eo gió . nhân_viên nhiệt_tình . có xe đưa_đón tận nơi . đồ_ăn rất là ngon . di_chuyển,21,5
1896,"đồ_ăn ngon , đa_dạng , không_gian ấm_cúng nhân_viên pv tốt . anh quản_lý rất đẹp_trai cùng với chị chủ cực_kì dễ_thương sẵn_sàng giúp_đỡ khách . tôi được bạn giới_thiệu ăn_ở đây 3 lần và lần nào cũng là 1 trải_nghiệm thú_vị",giải_trí,5,0,5,5,0,0,relate,"đồ_ăn ngon , đa_dạng , không_gian ấm_cúng nhân_viên pv tốt . anh quản_lý rất đẹp_trai cùng với chị chủ cực_kì dễ_thương sẵn_sàng giúp_đỡ khách . tôi được bạn giới_thiệu ăn_ở đây 3 lần và lần nào cũng là 1 trải_nghiệm thú_vị giải_trí",42,5
1897,"đồ_ăn ngon , đa_dạng , không_gian ấm_cúng nhân_viên pv tốt . anh quản_lý rất đẹp_trai cùng với chị chủ cực_kì dễ_thương sẵn_sàng giúp_đỡ khách . tôi được bạn giới_thiệu ăn_ở đây 3 lần và lần nào cũng là 1 trải_nghiệm thú_vị",nhà_hàng,5,0,5,5,0,0,relate,"đồ_ăn ngon , đa_dạng , không_gian ấm_cúng nhân_viên pv tốt . anh quản_lý rất đẹp_trai cùng với chị chủ cực_kì dễ_thương sẵn_sàng giúp_đỡ khách . tôi được bạn giới_thiệu ăn_ở đây 3 lần và lần nào cũng là 1 trải_nghiệm thú_vị nhà_hàng",42,5
1898,"đồ_ăn ngon , đa_dạng , không_gian ấm_cúng nhân_viên pv tốt . anh quản_lý rất đẹp_trai cùng với chị chủ cực_kì dễ_thương sẵn_sàng giúp_đỡ khách . tôi được bạn giới_thiệu ăn_ở đây 3 lần và lần nào cũng là 1 trải_nghiệm thú_vị",ăn_uống,5,0,5,5,0,0,relate,"đồ_ăn ngon , đa_dạng , không_gian ấm_cúng nhân_viên pv tốt . anh quản_lý rất đẹp_trai cùng với chị chủ cực_kì dễ_thương sẵn_sàng giúp_đỡ khách . tôi được bạn giới_thiệu ăn_ở đây 3 lần và lần nào cũng là 1 trải_nghiệm thú_vị ăn_uống",42,5
1899,dịch_vụ cho thuê xe_máy tốt nhất mình từng thuê giá_cả hợp_lý thủ_tục nhanh đơn_giản nhân iên tư_vấn rất nhiệt_tình giao xe và lấy xe tận nơi rất tiện cho bọn mình vote cho các bạn 5 sao,di_chuyển,0,0,0,0,5,0,relate,dịch_vụ cho thuê xe_máy tốt nhất mình từng thuê giá_cả hợp_lý thủ_tục nhanh đơn_giản nhân iên tư_vấn rất nhiệt_tình giao xe và lấy xe tận nơi rất tiện cho bọn mình vote cho các bạn 5 sao di_chuyển,38,5
1900,"nằm cuối đường nguyễn_huệ , khách_hàng chủ_yếu là dân địa_phương . giá hải_sản ở đây rất rẻ so với những nhà_hàng ở đường xuân diệu . khách khá đông nên phục_vụ không nhanh .",nhà_hàng,0,0,3,4,0,0,relate,"nằm cuối đường nguyễn_huệ , khách_hàng chủ_yếu là dân địa_phương . giá hải_sản ở đây rất rẻ so với những nhà_hàng ở đường xuân diệu . khách khá đông nên phục_vụ không nhanh . nhà_hàng",37,3
1901,"nằm cuối đường nguyễn_huệ , khách_hàng chủ_yếu là dân địa_phương . giá hải_sản ở đây rất rẻ so với những nhà_hàng ở đường xuân diệu . khách khá đông nên phục_vụ không nhanh .",ăn_uống,0,0,3,4,0,0,relate,"nằm cuối đường nguyễn_huệ , khách_hàng chủ_yếu là dân địa_phương . giá hải_sản ở đây rất rẻ so với những nhà_hàng ở đường xuân diệu . khách khá đông nên phục_vụ không nhanh . ăn_uống",37,4
1902,xin lưu_ý rằng có những kẻ lừa_đảo ngoài kia giả_vờ là bạn hoặc họ có_thể là nhân_viên của bạn sử_dụng thẻ vinasun của bạn để lừa_đảo khách du_lịch . họ đã cướp của tôi 500 đô_la .,di_chuyển,0,0,0,0,1,0,relate,xin lưu_ý rằng có những kẻ lừa_đảo ngoài kia giả_vờ là bạn hoặc họ có_thể là nhân_viên của bạn sử_dụng thẻ vinasun của bạn để lừa_đảo khách du_lịch . họ đã cướp của tôi 500 đô_la . di_chuyển,40,1
1903,"xe đi từ quảng_ngãi vào bình_dương mà 3 tiếng đồng_hồ chưa ra khỏi quảng_ngãi , xe thì hàng chất đầy xe , trễ lịch_trình khách_hàng , nhận khách ngồi cả dưới sàng ! ! ! quá tệ !",di_chuyển,0,0,0,0,1,0,relate,"xe đi từ quảng_ngãi vào bình_dương mà 3 tiếng đồng_hồ chưa ra khỏi quảng_ngãi , xe thì hàng chất đầy xe , trễ lịch_trình khách_hàng , nhận khách ngồi cả dưới sàng ! ! ! quá tệ ! di_chuyển",44,1
1904,điểm cộng là nhà_hàng này có xe đưa_đón miễn_phí từ flc . giá khá tốthông nhưng món ăn_theo khẩu_vị mình thấy không ngon lắm đợi món ăn khá lâu quán sạch_sẽ thoáng mát,ăn_uống,0,0,0,4,0,0,relate,điểm cộng là nhà_hàng này có xe đưa_đón miễn_phí từ flc . giá khá tốthông nhưng món ăn_theo khẩu_vị mình thấy không ngon lắm đợi món ăn khá lâu quán sạch_sẽ thoáng mát ăn_uống,36,4
1905,"đồ_ăn ở đây khá ngon , hợp_khẩu vị , phù_hợp với người ăn_kiêng , view đẹp , thoáng mát , giá_cả phải_chăng .",nhà_hàng,0,0,5,5,0,0,relate,"đồ_ăn ở đây khá ngon , hợp_khẩu vị , phù_hợp với người ăn_kiêng , view đẹp , thoáng mát , giá_cả phải_chăng . nhà_hàng",24,5
1906,"đồ_ăn ở đây khá ngon , hợp_khẩu vị , phù_hợp với người ăn_kiêng , view đẹp , thoáng mát , giá_cả phải_chăng .",ăn_uống,0,0,5,5,0,0,relate,"đồ_ăn ở đây khá ngon , hợp_khẩu vị , phù_hợp với người ăn_kiêng , view đẹp , thoáng mát , giá_cả phải_chăng . ăn_uống",24,5
1907,"phòng rộng , mọi thứ được trao_đổi qua zalo , tiện trong giai_đoạn dịch covid thế_này . các bạn tư_vấn nhiệt_tình . có bán thêm snackhông khá ngon . linh_hoạt về thời_gian thanh_toán . mình thích việc không cung_cấp đồ_dùng 1 lần để hạn_chế rác_thải nhựa .",lưu_trú,0,4,0,0,0,0,relate,"phòng rộng , mọi thứ được trao_đổi qua zalo , tiện trong giai_đoạn dịch covid thế_này . các bạn tư_vấn nhiệt_tình . có bán thêm snackhông khá ngon . linh_hoạt về thời_gian thanh_toán . mình thích việc không cung_cấp đồ_dùng 1 lần để hạn_chế rác_thải nhựa . lưu_trú",53,4
1908,"cá_nhân tôi cảm_nhận thì quán nhỏ nhưng rất đông , có lẻ vì khách folow review , bánh_xèo tôm không ngon . bánh_xèo bò thì tốthông hơn một_chút . nhìn_chung thì vẫn không nhon bằng bánh_xèo diên hồng .",nhà_hàng,0,0,3,3,0,0,relate,"cá_nhân tôi cảm_nhận thì quán nhỏ nhưng rất đông , có lẻ vì khách folow review , bánh_xèo tôm không ngon . bánh_xèo bò thì tốthông hơn một_chút . nhìn_chung thì vẫn không nhon bằng bánh_xèo diên hồng . nhà_hàng",43,3
1909,"cá_nhân tôi cảm_nhận thì quán nhỏ nhưng rất đông , có lẻ vì khách folow review , bánh_xèo tôm không ngon . bánh_xèo bò thì tốthông hơn một_chút . nhìn_chung thì vẫn không nhon bằng bánh_xèo diên hồng .",ăn_uống,0,0,3,3,0,0,relate,"cá_nhân tôi cảm_nhận thì quán nhỏ nhưng rất đông , có lẻ vì khách folow review , bánh_xèo tôm không ngon . bánh_xèo bò thì tốthông hơn một_chút . nhìn_chung thì vẫn không nhon bằng bánh_xèo diên hồng . ăn_uống",43,3
1910,"2 . mình đã bình thườngốthông vé trên vexe rẻ , thanh_toán tiền tận cửa_hàng rồi nhưng tới sáng hôm đi_lại bị huỷ vé , tới khi liên_hệ lại thì vé đã được đặt cho người khác . thật không_thể chấp_nhận được . tới nhà_xe thì nhà_xe bảo không biết , của bên vexe làm chứ không phải bên mình làm . vậy bên nhà_xe thanh_thuỷ liên_kết với bên kia để làm_trò đùa à ?",di_chuyển,0,0,0,0,2,0,relate,"2 . mình đã bình thườngốthông vé trên vexe rẻ , thanh_toán tiền tận cửa_hàng rồi nhưng tới sáng hôm đi_lại bị huỷ vé , tới khi liên_hệ lại thì vé đã được đặt cho người khác . thật không_thể chấp_nhận được . tới nhà_xe thì nhà_xe bảo không biết , của bên vexe làm chứ không phải bên mình làm . vậy bên nhà_xe thanh_thuỷ liên_kết với bên kia để làm_trò đùa à ? di_chuyển",82,2
1911,"quán ngon , mát mẻ , hải_sản tươi sống , giá_cả hợp_lý , trọn gói dịch vụ du lịch tốt",ăn_uống,0,0,0,5,0,0,relate,"quán ngon , mát mẻ , hải_sản tươi sống , giá_cả hợp_lý , trọn gói dịch vụ du lịch tốt ăn_uống",34,5
1912,"bốn hoặc năm điểm dừng , 45 phút lên sông , thả xuống tại một nơi nào đó ở ngoại_ô và sau một giờ , bạn sẽ phải đợi ở đó , cùng một chiếc thuyền đưa bạn trở_lại một 45 phút xuống sông .",di_chuyển,0,0,0,0,3,0,relate,"bốn hoặc năm điểm dừng , 45 phút lên sông , thả xuống tại một nơi nào đó ở ngoại_ô và sau một giờ , bạn sẽ phải đợi ở đó , cùng một chiếc thuyền đưa bạn trở_lại một 45 phút xuống sông . di_chuyển",46,3
1913,"thuê xe_máy ở đây có_thể nhận xe khách_sạn và trả xe ở ngay khách_sạn rất tiện , xe chạy tốt . lần sau sẽ thuê tiếp nếu có dịp ghé quy nhơn",di_chuyển,0,0,0,0,5,0,relate,"thuê xe_máy ở đây có_thể nhận xe khách_sạn và trả xe ở ngay khách_sạn rất tiện , xe chạy tốt . lần sau sẽ thuê tiếp nếu có dịp ghé quy nhơn di_chuyển",34,5
1914,"đa_dạng dịch_vụ , nhân_viên co.opmart nhiệt_tình và hàng_hoá phong_phú .",mua_sắm,0,0,0,0,0,5,relate,"đa_dạng dịch_vụ , nhân_viên co.opmart nhiệt_tình và hàng_hoá phong_phú . mua_sắm",12,5
1915,"phòng_ốc thoáng mát , sạch_sẽ và đầy_đủ tiện_nghi .",lưu_trú,0,3,0,0,0,0,relate,"phòng_ốc thoáng mát , sạch_sẽ và đầy_đủ tiện_nghi . lưu_trú",10,3
1916,"quán dễ tìm . nhìn từ ngoài khá tối . bé bé . vào trong trang_trí kiểu lạnh lạnh ấy . nhìn cứ thấy nghiêm_túc . nhưng thấy cũng khá đặc_biệt . phục_vụ ổn . mình gọi ly american . khá ngon , thơm thơm . nhà_vệ_sinh sạch_sẽ . mình đi buổi sáng sớm . không đông lắm . nhạc mở tốt . giá_cả hợp_lý . nhìn_chung khá thích . sẽ quay lại",ăn_uống,0,0,0,5,0,0,relate,"quán dễ tìm . nhìn từ ngoài khá tối . bé bé . vào trong trang_trí kiểu lạnh lạnh ấy . nhìn cứ thấy nghiêm_túc . nhưng thấy cũng khá đặc_biệt . phục_vụ ổn . mình gọi ly american . khá ngon , thơm thơm . nhà_vệ_sinh sạch_sẽ . mình đi buổi sáng sớm . không đông lắm . nhạc mở tốt . giá_cả hợp_lý . nhìn_chung khá thích . sẽ quay lại ăn_uống",75,5
1917,"lại tìm ra thêm được 1 quán nhậu hải_sản nữa , đặc_biệt quán này hải_sản bao tươi nhé , không biết người ta bảo_quản như_thế_nào mà mình đến quán nhậu lúc_nào cũng tươi không à . thấy menu rất nhiều món , đều hơi cay cái là giá nó hơi mắc xíu chắc tại đồ tươi không biểu đều tiền nào của đó thôi . cách phục_vụ của quán mình thấy khá ổn , oder hơi lâu xíu tại quán đông khách nữa nên cũng thông_cảm thôi nếu có kinh_tế kha_khá thì mình nghỉ nên đi quán này là howph lý nhất nhé bao tươi !",ăn_uống,0,0,0,5,0,0,relate,"lại tìm ra thêm được 1 quán nhậu hải_sản nữa , đặc_biệt quán này hải_sản bao tươi nhé , không biết người ta bảo_quản như_thế_nào mà mình đến quán nhậu lúc_nào cũng tươi không à . thấy menu rất nhiều món , đều hơi cay cái là giá nó hơi mắc xíu chắc tại đồ tươi không biểu đều tiền nào của đó thôi . cách phục_vụ của quán mình thấy khá ổn , oder hơi lâu xíu tại quán đông khách nữa nên cũng thông_cảm thôi nếu có kinh_tế kha_khá thì mình nghỉ nên đi quán này là howph lý nhất nhé bao tươi ! ăn_uống",109,5
1918,"ngoài_ra khi thuê xe chổ này còn được giảm_giá gần 20 khi mình đi tour qua kỳ co hay cù_lao xanh chơi , kinh_doanh có tư_duy và sự liên_kết tốt",di_chuyển,0,0,0,0,4,0,relate,"ngoài_ra khi thuê xe chổ này còn được giảm_giá gần 20 khi mình đi tour qua kỳ co hay cù_lao xanh chơi , kinh_doanh có tư_duy và sự liên_kết tốt di_chuyển",32,4
1919,"khách_sạn ở tại vị_trí trung_tâm gần tháp trầm_hương ở quảng_trường đi ra chỉ mất 2 phút phòng rất đẹp và mới không hiểu sao lại có những đánh_giá phòng cũ.giá quá rẻ và hợp_lý với phòng giường đôi có ban_công là giá tiền 1 đêm.khách sạn đẹp , sang_trọng , dọn phòng hàng ngày rất sạch sẽ.nếu có dịp quay lại chắc_chắn sẽ ở tại pavilion này",lưu_trú,0,5,0,0,0,0,relate,"khách_sạn ở tại vị_trí trung_tâm gần tháp trầm_hương ở quảng_trường đi ra chỉ mất 2 phút phòng rất đẹp và mới không hiểu sao lại có những đánh_giá phòng cũ.giá quá rẻ và hợp_lý với phòng giường đôi có ban_công là giá tiền 1 đêm.khách sạn đẹp , sang_trọng , dọn phòng hàng ngày rất sạch sẽ.nếu có dịp quay lại chắc_chắn sẽ ở tại pavilion này lưu_trú",77,5
1920,nên chú_ý chính_xác về việc checkhông in out của khách để việc thanh_toán nhanh_chóng .,lưu_trú,0,3,0,0,0,0,relate,nên chú_ý chính_xác về việc checkhông in out của khách để việc thanh_toán nhanh_chóng . lưu_trú,17,3
1921,"chợ nhỏ , nhưng hải_sản tươi_sống . khi mua nên trả_giá khoảng 20 30 .",mua_sắm,0,0,0,0,0,5,relate,"chợ nhỏ , nhưng hải_sản tươi_sống . khi mua nên trả_giá khoảng 20 30 . mua_sắm",16,5
1922,"có ai lên lote ăn cây kem ké máy_lạnh rồi về chưa . nắng_nóng lên đây ăn cây kem mát lạnh trốn cái nóng là hết_sảy hihi . kem ở đây siêu mịn , ăn nghiện luôn , lần nào đi big c mua đồ cũng ghé vô mua 1 cây ăn . thái_độ phục_vụ của nhân_viên thân_thiện , nhiệt_tình . không_gian sạch_sẽ , rộng_rãi , thoải_mái . gà và khoai_tây chiên ở đây cũng rất ngon . hay có các chương_trình khuyến_mãi nữa . giờ thì mình vẫn còn ngồi ké máy_lạnh và sài wifi chùa đây .",ăn_uống,0,0,0,5,0,0,relate,"có ai lên lote ăn cây kem ké máy_lạnh rồi về chưa . nắng_nóng lên đây ăn cây kem mát lạnh trốn cái nóng là hết_sảy hihi . kem ở đây siêu mịn , ăn nghiện luôn , lần nào đi big c mua đồ cũng ghé vô mua 1 cây ăn . thái_độ phục_vụ của nhân_viên thân_thiện , nhiệt_tình . không_gian sạch_sẽ , rộng_rãi , thoải_mái . gà và khoai_tây chiên ở đây cũng rất ngon . hay có các chương_trình khuyến_mãi nữa . giờ thì mình vẫn còn ngồi ké máy_lạnh và sài wifi chùa đây . ăn_uống",104,5
